السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,سعر التأمين,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
100000.0,كيا اوبتيما,2014,أبيض عاجي ,2000.0,4+1 ,75000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3090,1,1,1,1,1,1,1,1
60000.0,كيا سورينتو,2007,سكني ,2500.0,7+1 ,130000 ,2 ,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,2740,1,1,1,1,1,1,1,1
43500.0,هونداي افانتي,2006,سكني ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
5500.0,فيات 127,1982,بيج ,906.0,4+1  ,شغال ,00  ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,967,0,0,0,0,1,0,1,0
54000.0,بيجو 208,2014,فضي ,1200.0,4+1 ,38000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,1,0,0,1,1,1
205000.0,بي ام دبليو x3,2015,أسود ,2000.0,5+1 ,,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4928,1,1,1,1,1,1,1,1
65000.0,اوبل كورسا,2015,بترولي ,1400.0,٤+١ ,١٢٣٤٥٦ ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2173,1,1,1,0,1,1,1,1
230000.0,مرسيدس C200,2014,أبيض ,2000.0,4+1 ,50000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,5365,1,1,1,1,1,1,1,1
59000.0,فورد فيستا,2014,أسود ميتالك ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2373,1,0,0,0,1,1,1,1
84000.0,نيسان باترول,2003,أبيض ,4500.0,8 ,56000 ,0 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,3160,1,1,1,0,1,1,1,1
75000.0,فورد ترانزيت,2005,أبيض عاجي ,2500.0,7+1 ,460000 ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3003,1,0,0,0,1,1,1,1
39000.0,بيجو 206+,2012,فضي ,1400.0,4+1 ,,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
73000.0,سكودا فابيا,2016,أبيض ,1200.0,4+1 ,45000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2313,1,0,1,0,1,1,1,1
30000.0,فيات 1998,1998,ذهبي ,1600.0,4+1 ,70000 ,4 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,0,0,0,1,1,1,1
55000.0,سكودا فابيا,2012,أسود ميتالك ,1200.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,0,0,1,0,1,0,1,0
66000.0,كيا برايد,2014,فيراني ,1400.0,4+1 ,79000 ,1 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2190,1,1,1,0,1,1,1,1
55000.0,بيجو بارتنر,2011,أحمر ,1600.0,,000 ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,0,0,0,1,1,1,0
100000.0,فولكسفاجن كادي,2014,سكني ,1600.0,6+1 ,150 الف  ,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3090,0,0,0,0,1,1,1,0
2600.0,هوندا اكورد,1997,ذهبي ,1800.0,4+١ ,210000 ,3 ,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,1,1,1,1,1,1,0
1800.0,اوبل اسكونا,1967,أزرق ,1200.0,4+1 ,1 ,2 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,1,0,1,0,0,0
77000.0,هونداي سانتافيه,2008,أزرق سماوي ,2200.0,6+1 ,20000 ,3 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3038,1,1,0,1,1,1,1,1
20000.0,هونداي الانترا,1999,أبيض ,1600.0,4+1 ,00000000000000000 ,ثالثة ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,1,1,0,1,1,0,0
61000.0,هونداي i30,2010,رمادي ,1600.0,4+1 ,113000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2408,1,1,1,0,1,0,1,1
47000.0,فورد فيستا,2014,أزرق ,1250.0,4+1 ,33000 ,0 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,0,0,1,1,1,1
93000.0,هونداي توسان,2014,فضي ,2000.0,4+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2968,1,1,1,0,1,1,1,1
71000.0,سكودا رابيد,2014,سكني ,1600.0,4+1 ,,غير منمر استيراد الماني ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2583,0,0,0,0,1,0,1,1
110000.0,هونداي i40,2011,فضي ,1800.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3265,1,1,1,1,1,1,1,1
90000.0,سكودا اوكتافيا,2014,عدة الوان ,1600.0,,,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2915,0,0,1,0,1,1,1,1
67000.0,كيا فورتي,2011,أسود ,1600.0,4+1 ,"122,000 ",,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2513,1,1,1,1,1,1,1,0
17500.0,اوبل كاديت,1982,أبيض عاجي ,1300.0,4+1 ,00000000000000 ,00 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,1,0,1,1,0,1
67000.0,هونداي اكسنت,2016,فيراني ,1400.0,4+1 ,22000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2208,1,1,1,0,1,1,1,1
60000.0,فولكسفاجن بولو,2012,أسود ميتالك ,1400.0,4+1 ,,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2085,1,0,0,0,1,1,1,1
95000.0,فولكسفاجن كادي,2011,أسود ,1600.0,6+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3003,1,1,1,0,1,1,1,0
30000.0,دايو لانوس,1999,أزرق ,1500.0,4+1 ,,3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
115000.0,فولكسفاجن كادي,2012,فضي ,1600.0,6+1 ,150000 ,2 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3353,1,1,1,0,1,1,1,1
109000.0,هونداي توسان,2014,فيراني ,2000.0,4+1 ,29000 ,غير منمرة ,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,3248,1,1,0,0,1,1,1,1
42000.0,هونداي افانتي,2006,فضي ,1600.0,,123457 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,0,0,0,0,0,0,0,0
85000.0,فولكسفاجن توران,2011,فيراني ,1600.0,٧ ,٢٥٠٠٠٠ ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2828,1,1,1,0,1,1,1,1
32500.0,شفروليه اوبترا,2006,أبيض عاجي ,1600.0,4+1 ,140000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,0,1
33500.0,اوبل كورسا,2003,سكني ,1400.0,4+1 ,122000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,0,1,1,1,1
97000.0,فولكسفاجن توران,2012,رصاصي ,1600.0,6+1 ,,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3038,1,0,1,0,1,1,1,1
85000.0,هونداي توسان,2010,فيراني ,2000.0,,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2828,1,1,1,1,1,1,1,1
45000.0,فورد فيستا,2012,بترولي ,1250.0,4+1 ,78000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,0,0,1,1,1,0
21000.0,دايو رايسر,1996,سكني ,1500.0,4+1 ,00000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1017,1,1,0,0,1,1,1,1
11000.0,رينو R9,1983,أبيض عاجي ,1100.0,,,,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,1,1,0,1,0,0,0
45000.0,فورد ترانزيت,2000,أبيض ,2500.0,"7,+ 1 ",,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,0,0,0,1,0,0,0
20000.0,مرسيدس فيتو,1999,رصاصي ,2000.0,,,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,1,1,1,0,1,1,1,1
56500.0,اوبل كورسا,2015,رمادي ,1400.0,5+1 ,22000 ,أولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
85000.0,جييب شيروكي,2003,رصاصي ,3700.0,4+1 ,130000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3178,1,1,1,1,1,1,1,1
10000.0,رينو R9,1982,أبيض عاجي ,1235.0,,,٨ ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
51900.0,اوبل كورسا,2013,فضي ,1400.0,,,1 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,1,1,0,1,1,1,1
75000.0,فولكسفاجن كرافيل,2008,برتقالي ,2500.0,7:1 ,,يد اولا ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3003,1,1,0,0,1,0,1,1
40000.0,هونداي جيتس,2007,أسود ,1600.0,4+1 ,900000 ,يد ثالثة ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
113000.0,سكودا اوكتافيا,2015,أسود ,2000.0,4+1 ,7 ,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3318,1,0,1,0,1,1,1,1
25000.0,فولكسفاجن بولو,1997,أبيض عاجي ,1600.0,4+1 ,00000000 ,يد ثالثة  ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,0,1
60000.0,فولكسفاجن جولف,2007,فضي ,1600.0,,,ثانية ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2390,0,0,1,0,1,1,1,1
100000.0,فولكسفاجن جولف,2012,أبيض عاجي ,1400.0,4+1 ,65000 ,يد أولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2785,1,1,1,1,1,1,1,1
37000.0,سكودا اوكتافيا,2001,أخضر ,1900.0,4+1 ,_ ,يد سادسة ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,0,1,1,1,1,0,1,0
85000.0,فولكسفاجن باسات,2010,أسود ميتالك ,2000.0,4+1 ,190 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2828,1,0,1,0,1,1,1,1
37000.0,فولكسفاجن ترانسبورتر ,1999,أبيض عاجي ,2400.0,1+7 ,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,0,1,0,0,1,0,0,0
23000.0,اوبل كاديت,1986,أحمر ,1500.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,1,0,1,1,0,1
69000.0,بيجو بارتنر,2012,رمادي ,1600.0,4+1 ,- ,يد ثانية ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2548,1,1,0,0,1,1,1,0
13000.0,اوبل كاديت,1984,أبيض ,1400.0,4+1 ,184000 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,1,1,1,0,1,1,0,0
6000.0,اوبل اسكونا,1984,أبيض ,1300.0,5+1 ,200 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,1,1,0,0,0,0,0
45000.0,اوبل زافيرا,2004,أسود ,2000.0,6+1 ,,3 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,1
123999.0,سكودا سوبيرب,2014,أسود ميتالك ,2000.0,,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3510,1,0,1,0,1,1,1,1
59000.0,كيا بيكانتو,2015,أبيض ,1000.0,4+1 ,30000 ,اولى  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1968,1,0,1,0,1,1,1,1
84000.0,فولكسفاجن بولو,2015,أبيض ,1400.0,,,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2505,1,1,1,1,1,1,1,1
5500.0,فورد فوكس,2002,أبيض ,1600.0,4+1 ,295000 ,يد ثالثة ,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,0,0,0,0,1,1,0
108000.0,فولكسفاجن كادي,2015,بني ,1600.0,6+1 ,60000 ,صفر ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3230,1,1,0,0,1,1,1,1
22000.0,دايو نوبيرا,1997,خمري ,1500.0,4+1 ,143212 ,9 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,0,0,1,1,1,0
215000.0,بي ام دبليو X3,2014,أسود ,2000.0,4+1 ,43000 ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,5103,1,1,1,1,1,1,1,1
67000.0,فورد فيستا,2013,أسود ميتالك ,1600.0,4+1 ,71 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2513,1,1,1,0,1,1,1,1
45000.0,شفروليه افيو,2009,أسود ,1400.0,4+1 ,160000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,0,0,1,1,1,1
55000.0,هونداي توسان,2006,أبيض ,2000.0,4+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
11500.0,دراجة نارية دراجه سييم,2016,أزرق سماوي ,125.0,,4000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,0,0,0,0,0,0,0,0
4000.0,فولكسفاجن جولف,1982,خمري ,1300.0,,,,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,0,0,0,0,0,0
66000.0,هونداي توسان,2008,سكني ,2000.0,5+1 ,121000 ,2 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2495,1,0,1,1,1,1,1,1
68000.0,هونداي اكسنت,2015,سكني ,1400.0,,9900 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2225,1,1,1,0,1,1,1,0
95000.0,سكودا اوكتافيا,2016,أبيض ,1600.0,4+1 ,56000 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3003,1,0,1,0,1,1,1,1
7000.0,رينو R9,1983,كحلي ,1100.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
57000.0,بيجو بارتنر,2011,أبيض عاجي ,1600.0,٤+١ ,٢٦٠ ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,0,0,1,1,1,1
7500.0,بيجو 305,1984,أبيض عاجي ,1300.0,4+1 ,00000 ,0000 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,1,0,0,1,0,0,0
1900.0,ستروين كسارا,2000,سكني ,1600.0,5+1 ,0000 ,يد اولى ,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,1,0,0,1,1,1,1
42000.0,هونداي كليك,2007,أبيض ,1400.0,4+1 ,80 الف ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,0,0,1,1,1,1
25000.0,بي ام دبليو 520,1994,كحلي ,2000.0,4+1 ,200000 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,1,1,1,1,1,1,1
60000.0,هونداي i25,2014,أسود ميتالك ,1400.0,4+١ ,60 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2085,1,1,1,0,1,1,1,1
38500.0,بيجو 307,2007,فضي ,1600.0,4+1 ,140000 ,5 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,1,1
55000.0,هونداي i30,2008,رصاصي ,1600.0,4+1  ,124000 ,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
87000.0,فولكسفاجن CC,2010,أبيض عاجي ,2000.0,5+1 ,120000قابل لزيادة  ,2 ,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,2863,1,1,1,1,1,1,1,1
120000.0,كيا سورينتو,2013,فضي ,2200.0,6+1 ,100000 ,,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,3790,0,1,1,0,1,1,1,1
22000.0,دايو ماتيز,2002,أحمر ,800.0,4+1 ,90000 ,3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,967,1,0,1,0,1,1,1,0
30000.0,مرسيدس 220,1997,أبيض ,220.0,١+٤ ,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,967,0,1,1,0,1,1,0,1
190000.0,فولفو FH 12,2001,أحمر ,420.0,,,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2130,1,1,1,1,1,1,1,1
36000.0,فولكسفاجن باسات,2000,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,1,1,0,1,1,1,1
28000.0,شفروليه اوبترا,2007,ذهبي ,1600.0,,,,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,1,0
42000.0,هونداي كليك,2008,أسود ,1400.0,4+1 ,000000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,1,1,1,1,1
44500.0,كيا فورتي,2009,أسود ,1600.0,4+1 ,99 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
33000.0,اوبل أوميغا,1997,ذهبي ,2500.0,4+1 ,200000 ,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1345,1,1,1,1,1,1,1,1
59500.0,كيا فورتي,2008,أسود ,1600.0,4+1 ,82000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2382,1,1,1,1,1,1,1,1
3800.0,كيا ريو,2007,أبيض عاجي ,1500.0,4+1 ,32123123 ,رابعه ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
28500.0,اوبل استرا,1999,أخضر ,1400.0,4+1 ,120 الف ,يد ثانيه ,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,1,0,0,0,1,1,1,0
55000.0,سكودا اوكتافيا,2009,أبيض عاجي ,1900.0,4+1 ,000000 ,2 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,1
30000.0,هونداي الانترا,2006,أزرق سماوي ,1999.0,,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,0,0,1,1,0,1,0
38000.0,فولكسفاجن باسات,1998,أزرق سماوي ,1800.0,4+1 ,166000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,1,0,0,1,1,1,1
50000.0,سكودا اوكتافيا,2007,فيراني ,1900.0,4+1 ,275000 ,يد ثانيه ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,1
14500.0,رينو R5,1988,سكني ,1400.0,,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,0,1,0,0,1,0,0
67000.0,هونداي اكسنت,2013,خمري ,1400.0,4+1 ,60000 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2208,1,1,1,0,1,1,1,1
54000.0,اوبل كورسا,2013,فيراني ,1400.0,4+1 ,00000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,2035,1,0,1,0,1,1,1,0
170000.0,مازدا 6,2015,خمري ,2500.0,4+1 ,50000 ,يد أولى  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,4665,1,1,1,1,1,1,1,1
23000.0,دايو ليجانزا,1999,أسود ,1800.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,0,0,0,0,0,0,0,0
89500.0,كيا سبورتاج,2011,فضي ,2000.0,,82700 ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2907,1,1,1,0,1,1,1,1
60000.0,سكودا اوكتافيا,2008,رمادي ,1900.0,4+1 ,,2 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2390,1,0,1,0,1,1,1,0
130000.0,فولكسفاجن طوارق,2008,أسود ,3600.0,4+1 ,123000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3965,1,1,1,1,1,1,1,1
78000.0,فولكسفاجن جولف,2010,أسود ,1400.0,4+1 ,120000 ,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2400,1,0,1,0,1,1,1,1
63000.0,سكودا اوكتافيا,2008,أبيض ,1900.0,4+1 ,500000 ,4 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2443,1,0,1,0,0,1,1,1
59000.0,ايسوزو تروبر,1999,ذهبي ,3000.0,6+1 ,18000000 ,5 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1361,1,1,1,0,1,1,1,0
41000.0,هونداي جيتس,2008,أحمر ,1600.0,٤+١ ,١٥٠ ,٤ ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,0,1
11000.0,اوبل اسكونا,1984,فضي ,1300.0,4+1 ,100000 ,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
60500.0,سكودا اوكتافيا,2007,سكني ,1900.0,,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2399,0,0,1,0,1,0,0,1
5000.0,سانغ يونغ Sym,2013,أزرق ,125.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,1,1,1,1,1,1,1,1
105000.0,فولكسفاجن كادي,2014,فيراني ,1600.0,6+1 ,60000 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3178,1,0,1,0,1,1,1,1
58000.0,سيت ابيزا,2014,أسود ,1200.0,4+1 ,80000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2050,1,0,1,0,1,1,1,0
33000.0,فيات دوبلو,2004,أبيض ,1900.0,,,يد ثانية ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,0,1,0,1,0,0,0
26999.0,دايو لانوس,2002,أبيض ,1500.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,1,0,0,0,1,1,1,0
52000.0,كيا بيكانتو,2014,رصاصي ,1100.0,4+1 ,20000 ,صفر ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,0,0,0,0,1,0,1,1
135000.0,هونداي سانتافيه,2014,أبيض عاجي ,2000.0,4+1 ,87000 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3703,1,1,1,1,1,1,1,1
175000.0,مرسيدس C250,2015,فيراني ,2500.0,,30000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,4753,1,1,1,1,1,1,1,1
28000.0,بيجو 206,2007,فضي ,1600.0,,160000 ,يد رابعة  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,1,0
39000.0,شفروليه اوبترا,2011,أزرق سماوي ,1600.0,,110000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,1,1
45000.0,فورد كونيكت,2005,أبيض عاجي ,1850.0,4+1 ,22000 ,2 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,0,0,0,1,1,1,1
72500.0,فولكسفاجن باسات,2007,بني ,2000.0,,,,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,2609,1,0,1,0,1,1,1,1
35000.0,هونداي فيرنا,2002,ذهبي ,1500.0,4+1 ,350000 ,٢ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,1,0,1,0,1,1,1,1
120000.0,سكودا اوكتافيا,2014,أزرق ,1600.0,4+1 ,,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3440,1,1,1,1,1,1,1,1
58000.0,هونداي اكسنت,2013,سكني ,1400.0,,75000 ,,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,2050,0,0,0,0,0,0,1,0
26000.0,اوبل استرا,1997,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,0,0,0,0,1,0,1,0
60000.0,ايسوزو  4800,2003,أبيض ,4800.0,2+1 ,700000 ,2 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,2740,1,1,0,0,1,1,1,1
89000.0,هونداي توسان,2015,أبيض عاجي ,2000.0,5+1 ,55 ,صفر ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2898,1,1,1,0,1,1,1,1
37000.0,سكودا اوكتافيا,2001,فضي ,1900.0,١+٤ ,٤٠٠٠٠٠ ,يد ثالثه ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,1,1,1,1,1,1,1,1
30000.0,دايو 2000,2000,زيتي ,1600.0,5+1 ,,6 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,1,0,1,0,1,0,1,0
44000.0,تويوتا كورولا,1998,بنفسجي ,1600.0,٤+١ ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,1,1,0,1,1,1,0
143000.0,هونداي سانتافيه,2014,بترولي ,2000.0,6+١ ,35000 ,1 ,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,3843,1,1,1,1,1,1,1,1
