السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,سعر التأمين,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
23000.0,مازدا 323,1995,أبيض عاجي ,1800.0,4+1 ,123 ,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,1,1,1,1,1
59000.0,هونداي توسان,2006,أسود ميتالك ,2000.0,5+1 ,,4 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2373,1,1,1,1,1,1,1,1
85000.0,كيا اوبتيما,2013,أسود ,2000.0,4+1 ,100405 ,ثانيه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2828,1,1,1,0,1,1,1,1
60000.0,هونداي توسان,2007,سكني ,2000.0,4+1 ,00 ,4 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2390,1,1,1,1,1,1,1,1
8000.0,سوبارو نملة,1983,فيراني ,1600.0,٤+١ ,٠٠٠ ,٣ ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,0,0,0,0,0,0,0
30000.0,دايو لانوس,2002,ذهبي ,1500.0,4+1 ,130000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1017,1,0,0,0,1,1,1,0
24000.0,مرسيدس 220,1997,أبيض ,2200.0,٤+١ ,شغال ,٥ ,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1345,0,1,1,0,1,1,1,0
50000.0,كيا سيراتو,2008,سكني ,1600.0,4+1 ,100000 ,اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
205000.0,اودي Q7,2009,أسود ,3000.0,6+1 ,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,5278,1,1,1,1,1,1,1,1
40000.0,سكودا اوكتافيا,2005,أبيض ,1900.0,,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,0,0,1,0,0,0,0,0
43000.0,اوبل استرا,2006,خمري ,1600.0,4+1 ,,3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2340,1,0,1,0,1,1,1,1
23000.0,مرسيدس فيتو,1999,أبيض عاجي ,2300.0,7+1 ,20000000 ,5 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,1,1,0,1,0,0,0
35000.0,فولكسفاجن كرافيل,1998,أبيض ,2500.0,7+1 ,00000 ,3 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,1,1,0,1,0,0,0
63000.0,فولكسفاجن جولف,2006,زيتي ,1600.0,,100000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2443,1,1,1,0,1,1,1,1
70000.0,فولكسفاجن باسات,2007,أسود ميتالك ,2000.0,4+1 ,10002 ,4 ,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2565,1,1,1,0,1,1,1,1
230000.0,فولفو 2007,2007,أبيض ,2800.0,1+2 ,١٥٠٠٠ ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,5715,0,0,0,0,1,0,1,1
56000.0,كيا برايد,2012,أبيض ,1400.0,4+1 ,75000 ,اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,0,0,0,1,1,0
40000.0,هونداي جيتس,2008,أزرق سماوي ,1400.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,1,1,0,1,1,1,1
15000.0,اودي 80,1986,رمادي ,1600.0,4+1 ,,يد 5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,0,0,0,0,0,0,0
49000.0,سكودا اوكتافيا,2006,رمادي ,1600.0,4+1 ,185 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2340,1,0,1,0,1,1,1,0
75000.0,سكودا اوكتافيا,2010,أسود ,1600.0,4+1 ,100000 ,يد ثالثة ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2653,1,0,0,0,1,1,1,1
13500.0,ميتسوبيشي ماجنوم,2001,أزرق سماوي ,2500.0,,,,خصوصي ,نمرة صفراء ,ديزل ,اوتوماتيك ,الكتروني ,1345,1,1,1,1,1,1,1,1
63000.0,بيجو 301,2014,أسود ميتالك ,1600.0,,٥٧٠٠٠ ,يد أولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2443,1,1,1,0,1,1,1,0
30000.0,شفروليه اوبترا,2007,ذهبي ,1600.0,4+1 ,130000 ,يد رابعة  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,0,1,1,1
45000.0,اوبل زافيرا,2004,سكني ,1995.0,6x1     ,0012345 ,3 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,0,1,1,1,1,1,0
160000.0,فولكسفاجن طوارق,2007,أسود ,3000.0,,,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4490,1,1,1,1,1,1,1,1
13500.0,اوبل اسكونا,1985,أخضر ,1200.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
41500.0,بيجو 307,2007,سكني ,1600.0,4+1 ,136000 ,يد اولى  ,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,2340,1,0,0,0,1,1,1,0
110000.0,سكودا اوكتافيا,2014,سكني ,1600.0,4+1 ,50000 ,يد ثانية ,تدريب سياقة ,فلسطينية ,ديزل ,عادي ,الكتروني ,3265,1,0,1,0,1,1,1,0
63000.0,سكودا اوكتافيا,2008,أزرق ,1900.0,1+٤ ,,,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2443,0,0,0,0,0,0,0,0
43000.0,كيا ريو,2010,أبيض ,1500.0,4+1 ,0000000000 ,6 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2035,0,1,0,0,0,0,0,0
37000.0,هونداي افانتي,2006,أبيض عاجي ,1600.0,4+1 ,123 ,3 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,0,0,1,0,0,1,1,1
12000.0,اوبل اسكونا,1984,سكني ,1600.0,4+1 ,******** ,******** ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,0,1,0,1,0,0,0
60000.0,فولكسفاجن جولف,2005,أسود ميتالك ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2390,1,1,1,1,1,1,1,1
65000.0,هونداي تيراكان,2007,رصاصي ,2900.0,6+1 ,90000 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2828,1,1,0,0,1,1,1,1
22000.0,سكودا فيليسيا,1996,أبيض ,1300.0,1+1 ,123456 ,نعم ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,1,0,0,0,1,0,0,0
94500.0,هونداي ix35,2014,عدة الوان ,2000.0,,,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2994,1,1,1,0,1,1,1,0
28000.0,فولكسفاجن بولو,2000,كحلي ,1900.0,,,,تدريب سياقة ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,1,1,1,0,1,1,1,1
24000.0,سوبارو عريض,1990,رصاصي ,1600.0,٤+١ ,,٥ ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,1170,0,0,0,0,1,0,0,0
12345.0,جييب Wrangler,2013,بترولي ,3600.0,6+1 ,82000 ,يد أولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2690,1,1,1,1,1,1,1,1
49700.0,كيا فورتي,2008,أسود ,1600.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
45000.0,فولكسفاجن جولف,2000,أسود ,1400.0,4+1 ,200000 ,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,1,0,1,1,1,1,1,1
35000.0,هونداي فيرنا,2006,سكني ,1400.0,4+1 ,00000 ,1 ,تدريب سياقة ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,0,0,1,0,1,0
125000.0,سكودا اوكتافيا,2015,كحلي ,2000.0,4+1 ,83000 ,مش منمرة  ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3528,1,0,1,0,1,1,1,1
4000.0,رينو R9,1983,رصاصي ,1400.0,١+٤ ,١١١١١ ,٥ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1017,0,1,0,0,1,0,1,0
20000.0,مرسيدس 200,1983,بني ,200.0,4+1 ,6666 ,7 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,967,1,1,1,0,1,1,0,1
35500.0,فولكسفاجن باسات,1999,أبيض ,1600.0,4+1 ,,يد 3 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,1,1
114999.0,سكودا اوكتافيا,2015,أسود ,2000.0,5+1 ,119 ,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3353,1,0,1,0,1,1,1,1
110000.0,سكودا اوكتافيا,2014,فيراني ,1400.0,,25000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2960,1,0,1,1,1,1,1,1
62000.0,هونداي توسان,2010,أسود ,1900.0,4+1 ,0000000 ,1 ,تجاري ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2425,1,0,1,1,1,1,1,1
62000.0,سكودا اوكتافيا,2011,أبيض ,1600.0,4+1 ,400 ,3 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2425,1,1,1,0,1,1,1,1
47000.0,كيا برايد,2007,أزرق ,1600.0,4+1 ,,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,1
25000.0,مرسيدس 220,1997,أبيض عاجي ,2400.0,4+1 ,999999 ,9 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,0,0,0,0,0,0,0,0
35000.0,تويوتا كورولا,1998,بنفسجي ,1600.0,4+1 ,98000 ,يد اولى  ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1170,1,0,1,0,1,1,1,1
50000.0,اوبل زافيرا,2004,سكني ,1900.0,6+1 ,75000كيلو متر , يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,1
53000.0,هونداي i30,2008,أسود ميتالك ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
40000.0,شفروليه اوبترا,2010,جيشي ,1600.0,4+1 ,,,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,0,1,1,1,0
47000.0,كيا برايد,2007,أسود ,1400.0,4+1 ,880000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2035,1,0,1,0,1,1,1,1
29000.0,اوبل فيكترا,1998,أسود ,1800.0,١+٤ ,١٢٠٠٧٦ ,٦ ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,0,1,1,1,1,1,0
11000.0,مرسيدس 416,2004,أبيض ,2500.0,6+١ ,25000 ,5 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,2690,1,1,1,0,1,1,1,1
62000.0,اوبل استرا,2011,رصاصي ,1600.0,4+1 ,50000 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2425,0,0,0,0,1,1,1,0
35000.0,مرسيدس 207,1998,أزرق ,2500.0,5+1 ,00000 ,يد ثالثة ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1345,1,1,1,1,1,0,1,0
165000.0,كيا سورينتو,2014,أسود ميتالك ,2200.0,6+1 ,50000 ,1 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4578,1,1,1,1,1,1,1,1
40000.0,مرسيدس S500,2012,أسود ,3000.0,4+1 ,30000 ,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2690,1,1,1,1,1,1,1,1
70000.0,اوبل استرا,2013,أبيض عاجي ,1600.0,4+1 ,1000 ,اولى ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2565,1,0,1,0,1,1,1,1
129000.0,مرسيدس C200,2010,أبيض ,1800.0,4+1 ,,يد اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3598,1,1,1,1,1,1,1,1
275000.0,جييب شيروكي,2014,أسود ميتالك ,3000.0,4+1 ,57000 ,00 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,6503,1,1,1,1,1,1,1,1
32000.0,مازدا 323,1995,أبيض ,1900.0,4+1 ,123 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,0,0,1,0,1,0,0,1
47000.0,اوبل زافيرا,2002,كحلي ,1800.0,6+1 ,135000 ,ثالثة ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,1,0,0,0,1,1,1,1
65000.0,كيا سول,2012,أحمر ,1600.0,4+1 ,91 الف ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2478,1,1,1,1,1,1,1,1
76000.0,فولكسفاجن جولف,2010,فيراني ,1600.0,,٨٠٠٠٠ ,يداولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2670,1,0,1,1,1,1,1,1
18000.0,سوبارو عريض,1985,سكني ,1600.0,4+1 ,,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,0,0,0,1,0,1,0
50000.0,فولفو FL 12,1997,أبيض ,1800.0,,,,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1170,0,0,0,1,1,0,1,0
103000.0,فولكسفاجن كادي,2014,أسود ميتالك ,1600.0,4+1 ,,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3143,1,0,1,0,1,1,1,1
25000.0,مرسيدس 608,1982,أبيض ,3000.0,,00000 ,,تجاري ,فلسطينية ,ديزل ,عادي ,يدوي ,1345,0,0,0,0,0,0,0,0
55000.0,فولكسفاجن ترانسبورتر ,2004,أبيض ,1600.0,1+7 ,100000 ,يد اولا ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2340,1,1,1,0,1,1,1,0
72000.0,هونداي سانتافيه,2006,سكني ,2200.0,6+1 ,22222222 ,,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2950,1,1,1,0,1,1,1,0
80000.0,مرسيدس 230,2006,أسود ,2500.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3090,1,1,1,1,1,1,1,1
65000.0,فولكسفاجن باسات,2009,أبيض عاجي ,2000.0,4+1 ,,يد أولى ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2478,1,0,0,0,1,1,1,0
11000.0,اوبل اسكونا,1984,أزرق ,1600.0,4+1   ,,4  ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,1,0,0,1,0,0,0
75000.0,فولكسفاجن بولو,2014,فيراني ,1200.0,4+1 ,,يد ثانيه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2348,0,0,0,0,0,0,0,0
35000.0,مرسيدس 814,1997,أحمر ,2500.0,2+1 ,,3 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,0,0,0,0,1,0,0,0
880000.0,بي ام دبليو 325,2002,فضي ,2500.0,4+1 ,25000 ,5 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,8545,1,1,1,1,1,1,1,0
110000.0,فولكسفاجن جولف,2014,فضي ,1400.0,4+1 ,35000 ,يد أولى وكالة ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2960,1,0,1,1,1,1,1,0
67000.0,فولكسفاجن باسات,2006,أسود ,2000.0,4+1 ,110000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2513,1,0,1,1,1,1,1,1
50000.0,مرسيدس 220,1999,خمري ,2200.0,,,,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1345,1,1,1,0,1,1,1,1
120000.0,فولكسفاجن GTI,2011,بترولي ,2000.0,4+1 ,134000 ,يد خامسه ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,3440,1,1,1,1,1,1,1,1
94000.0,فولكسفاجن توران,2012,أسود ميتالك ,1600.0,6+1 ,,يد ثانية  ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2985,1,0,1,0,1,1,1,1
55000.0,فولكسفاجن جولف,2003,فضي ,1600.0,,124000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,1,0,1,1,1
55000.0,نيسان ميكرا,2014,أبيض عاجي ,1200.0,4+1 ,60000 ,يد اولى  ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
56000.0,كيا فورتي,2009,أسود ميتالك ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,0
44000.0,مرسيدس 412,1997,أبيض ,2500.0,٧+1 ,5555444 ,2 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,0,0,0,1,1,1,1
39500.0,هوندا سيفيك,2008,ذهبي ,1800.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,1,1
66000.0,هونداي اكسنت,2014,فيراني ,1600.0,4+1 ,15000 ,غير منمرة ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2495,1,1,1,0,1,1,1,1
82000.0,فولكسفاجن توران,2010,أسود ,1900.0,6+1 ,0000000112315 ,,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2775,1,0,1,0,1,1,1,1
55000.0,اوبل كورسا,2014,بترولي ,1400.0,,,,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
10000.0,فيات 127,1985,أبيض عاجي ,903.0,4+1  ,00000000 ,10 ,تأجير ,فلسطينية ,بنزين ,عادي ,يدوي ,967,0,1,0,0,1,0,0,0
33000.0,فولكسفاجن جولف,1986,أبيض ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,1,1,1,1,1,1,1
95000.0,هونداي توسان,2013,خمري ,2000.0,5+1 ,50000 ,1 ,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,3003,1,1,1,1,1,1,1,1
85000.0,ميتسوبيشي L200,2006,أسود ميتالك ,2500.0,4+1 ,150000 ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3178,1,1,1,0,1,1,1,1
83000.0,فولكسفاجن باسات,2010,أسود ,1800.0,4+1 ,100000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2793,1,0,1,1,1,1,1,0
175000.0,اودي Q7,2008,أبيض عاجي ,3600.0,6+1 ,120000  ,يد ثانية ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,4753,1,1,1,1,1,1,1,1
83000.0,سيت ليون,2015,أزرق ,1200.0,4+1 ,42000 ,0 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2488,1,0,1,0,0,1,1,0
11500.0,سوزوكي سويفت,1991,أحمر ,1000.0,4+1 ,99999 ,٩ ,تأجير ,فلسطينية ,بنزين ,عادي ,يدوي ,967,0,1,1,0,1,0,0,0
49000.0,اوبل كوووورسا بسعر ممتاز,2013,أبيض عاجي ,1400.0,4+1 ,100  ,2 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,1
95000.0,فولكسفاجن جولف,2014,كحلي ,1400.0,5+1 ,65000 ,2 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2698,1,0,1,0,1,1,1,1
66000.0,كيا سورينتو,2007,سكني ,2500.0,4+1 ,17000 ,3 ,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,2845,1,1,1,1,1,1,1,1
65000.0,سكودا اوكتافيا,2009,أزرق سماوي ,2000.0,4+1 ,,2 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2478,1,1,1,1,1,1,1,1
45000.0,فولكسفاجن بولو,2008,بترولي ,1400.0,4+1 ,,4 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,1,0,1,1,1,0
63000.0,فولكسفاجن بولو,2015,عدة الوان ,1200.0,4+1 ,45000 ,مستورد ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2138,1,0,1,0,1,1,1,1
9000.0,سوبارو نملة,1983,أصفر ,1595.0,4+1 ,00000000 ,10 ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,1,0,0,1,0,0,0
45000.0,فولكسفاجن كرافيل,1998,أبيض ,2500.0,7+1 ,45555 ,3 ,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,1,1,1,0,1,1,1,0
26000.0,دايو لانوس,1997,فضي ,1600.0,4+1 ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,0,0,0,0,1,1,1,0
67000.0,هونداي اكسنت,2014,أبيض ,1400.0,٤+١ ,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2208,1,1,1,0,1,1,1,1
133000.0,هونداي سانتافيه,2015,بترولي ,2000.0,6+1 ,4 ,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3668,1,1,1,1,1,1,1,1
70000.0,فولكسفاجن باسات,2008,فيراني ,2000.0,4+1 ,280000 ,يد ثانية ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2565,1,0,1,0,1,1,1,0
16000.0,فولكسفاجن جيتا,1984,بيج ,1300.0,٤+١ ,,٧ ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,1,1,0,0
45000.0,اوبل كورسا,2008,أسود ,1400.0,٤+١ ,٨٠٠٠٠ ,١ ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2035,1,0,0,0,1,1,1,1
65000.0,فورد كونيكت,2008,أبيض ,1900.0,4+1 ,,يد ثالثه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2478,1,0,1,0,1,1,1,1
98000.0,فولكسفاجن كادي,2014,أسود ,1600.0,6+1 ,102000 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3055,1,1,1,0,1,1,1,1
19000.0,شفروليه كافلير,1999,أبيض عاجي ,2400.0,5+1 ,,1 ,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1345,1,0,0,0,1,1,1,1
33000.0,شفروليه اوبترا,2009,رمادي ,1600.0,,,يد اولى ,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,0,1,1,1,1
83000.0,سكودا رابيد,2015,أبيض ,1600.0,4+1 ,70000 ,0 ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,2793,1,0,1,0,1,1,1,1
22000.0,بيجو 406,1997,سكني ,1800.0,,,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1170,0,0,0,0,0,0,0,0
95000.0,فولكسفاجن كادي,2013,أبيض ,1600.0,5+1 ,,1 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3003,1,1,1,0,1,1,1,1
150000.0,داف 55,2008,أبيض ,7000.0,,,,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,4315,0,0,0,0,0,0,0,0
71000.0,كيا سول,2015,أبيض عاجي ,1600.0,5+1 ,40000 ,صفر ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2583,1,1,1,0,1,1,1,1
55000.0,فولكسفاجن جولف,2003,فضي ,1600.0,4+1 ,124000 ,1 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,0,1,1,0,1,1,1
74999.0,هونداي i40,2012,جيشي ,2000.0,4+1 ,80000 ,12 ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2653,1,1,1,1,1,0,1,0
48000.0,كيا مورننغ,2014,بيج ,1000.0,4+1 ,70000 ,يدو اولى ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1935,1,1,1,0,1,1,1,1
105000.0,سكودا اوكتافيا,2014,سكني ,1600.0,5+1 ,180000 ,0 ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,3178,1,1,1,1,1,1,1,1
49000.0,هونداي i30,2008,أسود ميتالك ,1600.0,4+1 ,145 ,,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,1,1,1,1,1,1
100000.0,ميتسوبيشي باجيرو,2006,سكني ,3200.0,6+1 ,160000 ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,3440,1,1,1,1,1,1,1,1
80000.0,سكودا اوكتافيا,2011,أسود ,1600.0,4+1 ,180 كيلومتر ,يد ثانيه ,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,2740,1,0,0,0,1,1,1,0
135000.0,ميتسوبيشي بيجيرو كنج,2008,فيراني ,3500.0,7+1 ,1354000 ,يد اولى ,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,4053,1,1,1,1,1,1,1,1
35500.0,بيجو 307,2008,ذهبي ,1600.0,4+1 ,120000 ,4  ,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,2340,1,1,0,0,1,1,1,1
85000.0,داتشيا 2016,2016,أبيض ,1200.0,4+1 ,41000 ,0 ,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,2523,1,0,1,0,1,1,1,1
1200.0,اوبل اسكونا,1982,بيج ,1300.0,٤+١ ,11111 ,٤ ,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1017,0,0,0,0,0,0,0,0
27000.0,مرسيدس 914,1992,أبيض ,2400.0,2/1 ,50000 ,3 ,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1345,0,1,0,1,1,1,0,1
26000.0,سوبارو نملة,1987,أبيض عاجي ,1600.0,4+1 ,0000 ,5 ,تجاري ,فلسطينية ,بنزين ,عادي ,يدوي ,1170,0,1,1,0,1,0,0,0
