,السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
6275,41000.0,مرسيدس E270,2001,رمادي ,2700.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6276,76000.0,سكودا اوكتافيا,2013,سكني ,1400.0,5.0,143.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
6277,90000.0,بي ام دبليو 525,2005,فيراني ,2500.0,5.0,170000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6278,45000.0,فورد 2013,2013,سكني ,1600.0,5.0,13000.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,1
6279,34000.0,فيات باندا,2015,فضي ,1275.0,5.0,84.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
6280,46000.0,اوبل كورسا,2015,فيراني ,1400.0,5.0,140000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,0,1,1,0
6281,120000.0,هونداي توسان,2016,رصاصي ,2000.0,5.0,57000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6282,88000.0,سكودا اوكتافيا,2015,أسود ميتالك ,1600.0,5.0,180.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
6283,83000.0,هونداي توسان,2014,سكني ,2000.0,5.0,14700.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,1,1,0,1,1,1,0
6284,128000.0,هونداي توسان,2018,رمادي ,2000.0,5.0,53000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6285,90000.0,اودي Q5,2013,أسود ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6286,105000.0,سكودا اوكتافيا,2019,فيراني ,1500.0,5.0,29000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,0
6288,55000.0,كيا سورينتو,2007,رمادي ,2500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6289,128000.0,سيت ليون,2020,أسود ميتالك ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6290,80000.0,سكودا اوكتافيا,2015,أبيض ,1600.0,5.0,272000.0,4.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
6291,44000.0,اوبل كورسا,2013,أسود ,1400.0,5.0,50000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,0,1,0
6292,48000.0,كيا سورينتو,2007,أسود ,2500.0,7.0,150.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,0,1,1,1
6294,155000.0,سكودا سوبيرب,2019,أسود ميتالك ,2000.0,5.0,64000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6295,55000.0,فولكسفاجن توران,2008,سكني ,1900.0,7.0,45000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
6296,48000.0,فولكسفاجن كرافتر,2011,أبيض ,2000.0,3.0,65000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6297,145000.0,كيا سورينتو,2015,أبيض ,2200.0,7.0,130000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6298,92000.0,هونداي توسان,2016,فضي ,2000.0,5.0,90000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6299,60000.0,هونداي اكسنت,2014,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6300,37000.0,فولكسفاجن جولف,2002,فضي ,1600.0,5.0,200000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,1,1,1,1
6301,85000.0,رينو ميغان,2018,رمادي ,1200.0,5.0,55000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6302,95000.0,فولكسفاجن كادي,2017,أخضر ,2000.0,7.0,141000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
6303,98000.0,ميتسوبيشي L200,2008,أبيض ,2000.0,5.0,65000.0,1.0,حكومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,0,0,1,1,1,0
6304,20000.0,شفروليه اوبترا,2008,أبيض ,1600.0,5.0,65000.0,7.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
6305,45000.0,بي ام دبليو 318,1997,أسود ,2000.0,5.0,0.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,0,1,0
6306,35000.0,ستروين بيرلينجو,2007,أزرق سماوي ,1600.0,5.0,200000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,1,0
6307,22500.0,فولكسفاجن بولو,1996,أبيض ,1600.0,5.0,190000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
6308,26000.0,اوبل استرا,2000,أسود ,1600.0,4.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,1,0,1,0
6309,48000.0,سكودا اوكتافيا,2012,أصفر ,1600.0,5.0,65000.0,1.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6310,85000.0,فولكسفاجن باسات,2016,بني ,1400.0,5.0,94000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6311,35000.0,فولكسفاجن بورا,2002,أبيض ,1900.0,5.0,65000.0,4.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6312,36500.0,هونداي فيرنا,2006,أبيض عاجي ,1400.0,5.0,160.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6313,100000.0,كيا سورينتو,2015,سكني ,2200.0,7.0,150000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,0,1,1,1
6314,79000.0,هونداي اكسنت,2018,أحمر ,1400.0,5.0,35000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6315,88000.0,كيا سبورتاج,2017,بترولي ,1600.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
6316,7000.0,فورد مونديو,1998,بنفسجي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,1,0,1
6317,45000.0,ستروين C-Elysee,2014,فيراني ,1600.0,5.0,149000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,0,1,1,1
6318,115000.0,هونداي سانتافيه,2014,أحمر ,2200.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6319,107000.0,فولكسفاجن كادي,2018,فيراني ,2000.0,7.0,118000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
6320,39000.0,كيا بيكانتو,2015,أسود ,1250.0,5.0,78000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
6321,67000.0,هونداي توسان,2012,فضي ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6322,30000.0,اوبل استرا,1999,أسود ,1600.0,5.0,225600.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,1,0,0
6323,42000.0,مرسيدس 313,2005,أبيض ,3000.0,8.0,200000.0,1.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6324,30000.0,فيات كيوبو,2013,أبيض ,1250.0,5.0,200000.0,4.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6325,30000.0,بي ام دبليو كوبرا,1997,أحمر ,1800.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,1,0,1,1
6326,55000.0,فيات كيوبو,2018,سكني ,1300.0,5.0,58000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
6327,26000.0,بيجو بارتنر,2008,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
6329,40000.0,كيا برايد,2007,أبيض ,1600.0,5.0,140000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6330,40000.0,فيات كيوبو,2017,رمادي ,1300.0,5.0,190.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,0
6331,60000.0,داتشيا داستر,2017,أبيض ,1000.0,5.0,39000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6332,58500.0,هونداي توسان,2012,أزرق ,2000.0,5.0,130000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6333,55000.0,فولكسفاجن جولف,2009,أحمر ,1600.0,5.0,140000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6334,133000.0,كيا سبورتاج,2018,أحمر ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6335,30000.0,مرسيدس 814,1998,أبيض عاجي ,2500.0,3.0,85225.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,0,0,0,0
6336,35000.0,فولكسفاجن باسات,2005,بني ,2000.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
6337,98000.0,كيا سبورتاج,2017,أبيض عاجي ,1700.0,5.0,58000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6338,163500.0,سكودا اوكتافيا,2021,أسود ,2000.0,5.0,42000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,1
6339,50000.0,سكودا اوكتافيا,2011,أبيض ,1600.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6340,23000.0,باص ٢١٢,1999,أبيض ,3000.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,يدوي ,0,0,0,0,1,0,0,0
6341,24999.0,بيجو 307,2007,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,1
6342,49500.0,كيا برايد,2015,أبيض ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6343,82000.0,كيا سبورتاج,2012,سكني ,2000.0,5.0,150000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6344,195000.0,اودي A8,2012,أسود ,3000.0,5.0,166000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6345,45000.0,هونداي سانتافيه,2007,فضي ,2200.0,7.0,25000.0,5.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6346,69000.0,كيا بيكانتو,2020,عدة الوان ,1000.0,5.0,30000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6347,70000.0,فورد فوكس,2016,كحلي ,1600.0,5.0,70000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
6348,42000.0,هونداي i30,2008,خمري ,1600.0,5.0,155000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6349,184999.0,كيا سورينتو,2019,كحلي ,2200.0,7.0,30000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6350,75000.0,مرسيدس E200,2007,أزرق سماوي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6351,36000.0,هونداي افانتي,2005,أبيض عاجي ,1600.0,5.0,0.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
6353,100000.0,بي ام دبليو X5,2008,رمادي ,3000.0,7.0,1234.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6354,72000.0,كيا ريو,2016,أسود ,1400.0,5.0,15000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
6355,103999.0,سيت ارونا,2020,فيراني ,1000.0,5.0,28000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6356,22000.0,سوبارو ستيشن,1986,فضي ,1600.0,5.0,200000.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
6357,43000.0,اوبل كورسا,2014,فيراني ,1400.0,5.0,151000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
6358,26500.0,هونداي جيتس,2004,سكني ,1400.0,5.0,400.0,4.0,حكومي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6360,8000.0,بي ام دبليو  330i,2006,سكني ,3000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6361,55000.0,مرسيدس E320,1999,فضي ,3200.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6362,85000.0,بيجو بارتنر,2017,فيراني ,1600.0,7.0,100000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
6363,180000.0,لاندروفر رينج روفر,2012,أبيض ,3000.0,6.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6364,170000.0,سكودا كودياك,2018,أبيض عاجي ,2000.0,7.0,34000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6366,155000.0,فولكسفاجن تيجوان,2017,فيراني ,2000.0,5.0,48000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6367,38000.0,بيجو 301,2014,أبيض ,1600.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
6368,102000.0,هونداي فينيو,2021,أبيض ,1600.0,5.0,6000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6369,56000.0,سكودا فابيا,2014,أبيض عاجي ,1200.0,5.0,150000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6370,22000.0,سكودا فابيا,2002,أبيض ,1900.0,5.0,260.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,0,0,0
6371,127000.0,هونداي توسان,2018,بترولي ,2000.0,5.0,56000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6372,117000.0,هونداي سانتافيه,2017,أبيض عاجي ,2000.0,7.0,84000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6373,52000.0,هونداي اكسنت,2013,رمادي ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6374,32000.0,فولكسفاجن باسات,2004,أبيض ,1900.0,5.0,240.0,2.0,عمومي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,1,0,0,1,0,1,1
6375,160000.0,بي ام دبليو 520,2016,سكني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6376,78000.0,سكودا اوكتافيا,2014,أسود ,1600.0,5.0,187000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6377,143000.0,كيا سورينتو,2018,فضي ,2200.0,7.0,110.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6378,55000.0,فورد فوكس,2014,أسود ,1600.0,5.0,120000.0,1.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
6379,67000.0,فولكسفاجن GTI,2010,أسود ميتالك ,2000.0,5.0,110000.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6380,128000.0,سكودا اوكتافيا,2020,فيراني ,2000.0,5.0,74000.0,5.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6381,125000.0,سكودا سكالا,2019,أحمر ,1600.0,5.0,40000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6382,38000.0,كيا برايد,2008,سكني ,1400.0,5.0,200000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6383,35000.0,سوبارو B3,2008,سكني ,1500.0,6.0,65000.0,2.0,تدريب سياقة ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6384,82000.0,فولكسفاجن بولو,2019,أسود ,1000.0,5.0,63000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
6385,55000.0,كيا مورننغ,2018,أبيض عاجي ,1000.0,5.0,50000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6386,23000.0,بيجو 207,2008,خمري ,1600.0,5.0,120.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6387,64000.0,بيجو بارتنر,2016,أبيض ,1600.0,5.0,123000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,0
6388,52000.0,سيت ابيزا,2013,أسود ,120.0,5.0,145.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6389,45000.0,هونداي H1,2010,سكني ,2500.0,8.0,65000.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
6390,125000.0,فورد كوجا,2017,فيراني ,1500.0,5.0,55000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6391,215000.0,كيا سورينتو,2021,أسود ,2200.0,6.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6392,70000.0,فورد فوكس,2017,أبيض عاجي ,1500.0,5.0,90.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,0,1,1
6393,117000.0,فولكسفاجن جولف,2019,أبيض ,1400.0,5.0,16000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6394,45000.0,كيا سيراتو,2008,أبيض ,1600.0,5.0,178000.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6395,120000.0,اودي TT كوبيه,2011,أسود ,2000.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6396,26000.0,مرسيدس باص 212,1999,أبيض ,290.0,8.0,300.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6397,25000.0,بيجو 307,2007,كحلي ,1600.0,5.0,105000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,1,1,0
6398,55000.0,كيا ريو,2015,أبيض عاجي ,1400.0,5.0,110.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6399,77000.0,اوبل موكا,2015,أبيض ,1400.0,5.0,58000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6400,31500.0,هونداي فيرنا,2006,أبيض ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,1,0,1,1
6401,100000.0,فولكسفاجن كادي,2016,رمادي ,2000.0,7.0,86000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
6402,16000.0,فولكسفاجن بولو,1998,أبيض ,1900.0,4.0,65000.0,5.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,1,1
6403,57000.0,فولكسفاجن بولو,2015,بني ,1200.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
6404,155000.0,فولكسفاجن تيجوان,2018,كحلي ,1995.0,5.0,38000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6405,87000.0,مرسيدس C200,2010,أبيض ,2200.0,5.0,120000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,0,1,1,1
6406,65000.0,بيجو 208,2019,بنفسجي ,1200.0,5.0,90000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
6407,85000.0,مرسيدس 416,2007,أبيض ,3000.0,3.0,600.0,2.0,تجاري ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,0,1,0,0,1,1,0,1
6408,6000.0,فيات اونو,1985,أبيض ,1000.0,5.0,123456.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
6409,60000.0,فولكسفاجن جيتا,2012,رصاصي ,1600.0,5.0,290000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
6410,90000.0,فولكسفاجن جولف,2016,فيراني ,1400.0,5.0,110000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,1,1,0,1,0,1,0
6411,30000.0,فولكسفاجن ترانسبورتر ,1999,أبيض ,2500.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
6412,100000.0,اوبل استرا,1991,أبيض ,1600.0,5.0,75000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,1,1,1,1,0
6413,35000.0,مرسيدس اتيكو,2000,أبيض عاجي ,1700.0,7.0,500000.0,3.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,0,1,0,0
6414,70000.0,بيجو بارتنر,2016,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
6415,120000.0,سيت ليون,2019,فضي ,1500.0,7.0,42000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
6416,105000.0,سكودا اوكتافيا,2017,أبيض ,2000.0,5.0,60000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6417,60000.0,بيجو 301,2015,بترولي ,1600.0,5.0,225.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
6418,65000.0,كيا سيراتو,2015,فيراني ,1600.0,5.0,86000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
6419,85000.0,بيجو بارتنر,2018,أبيض ,1600.0,7.0,65000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,0,0,1,0
6421,55000.0,ستروين بيرلينجو,2014,أسود ,1600.0,5.0,250.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,1,0,1,1,1
6422,100000.0,بي ام دبليو X5,2008,أسود ميتالك ,3000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6423,136000.0,هونداي سانتافيه,2018,أبيض ,2000.0,7.0,70.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
