,السعر,الموديل,موديل سنة,لون السيارة,قوة الماتور,عدد الركاب,عداد السيارة,أصحاب سابقون,أصل السيارة,رخصة السيارة,نوع الوقود,نوع الجير,الزجاج,وسادة حماية هوائية,فرش جلد,جنطات مغنيسيوم,فتحة سقف,مسجل CD,إغلاق مركزي,مُكيّف,جهاز إنذار
0,100000.0,كيا اوبتيما,2014,أبيض عاجي ,2000.0,5.0,75000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
1,60000.0,كيا سورينتو,2007,سكني ,2500.0,8.0,130000.0,2.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
2,43500.0,هونداي افانتي,2006,سكني ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
3,5500.0,فيات 127,1982,بيج ,906.0,5.0,65000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,1,0,1,0
4,54000.0,بيجو 208,2014,فضي ,1200.0,5.0,38000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,0,1,1,1
5,205000.0,بي ام دبليو x3,2015,أسود ,2000.0,6.0,65000.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
6,65000.0,اوبل كورسا,2015,بترولي ,1400.0,5.0,123456.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
8,59000.0,فورد فيستا,2014,أسود ميتالك ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
10,75000.0,فورد ترانزيت,2005,أبيض عاجي ,2500.0,8.0,460000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
11,39000.0,بيجو 206+,2012,فضي ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
12,73000.0,سكودا فابيا,2016,أبيض ,1200.0,5.0,45000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
13,30000.0,فيات 1998,1998,ذهبي ,1600.0,5.0,70000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
14,55000.0,سكودا فابيا,2012,أسود ميتالك ,1200.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,1,0,1,0,1,0
15,66000.0,كيا برايد,2014,فيراني ,1400.0,5.0,79000.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
16,55000.0,بيجو بارتنر,2011,أحمر ,1600.0,5.0,0.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
17,100000.0,فولكسفاجن كادي,2014,سكني ,1600.0,7.0,150000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,1,1,0
18,2600.0,هوندا اكورد,1997,ذهبي ,1800.0,5.0,210000.0,3.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
20,77000.0,هونداي سانتافيه,2008,أزرق سماوي ,2200.0,7.0,20000.0,3.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,0,1,1,1,1,1
21,20000.0,هونداي الانترا,1999,أبيض ,1600.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,0,0
22,61000.0,هونداي i30,2010,رمادي ,1600.0,5.0,113000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,0,1,1
23,47000.0,فورد فيستا,2014,أزرق ,1250.0,5.0,33000.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
24,93000.0,هونداي توسان,2014,فضي ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
25,71000.0,سكودا رابيد,2014,سكني ,1600.0,5.0,65000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,0,1,0,1,1
26,110000.0,هونداي i40,2011,فضي ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
27,90000.0,سكودا اوكتافيا,2014,عدة الوان ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,1,1,1
28,67000.0,كيا فورتي,2011,أسود ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,0
29,17500.0,اوبل كاديت,1982,أبيض عاجي ,1300.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,0,1
30,67000.0,هونداي اكسنت,2016,فيراني ,1400.0,5.0,22000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
31,60000.0,فولكسفاجن بولو,2012,أسود ميتالك ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
32,95000.0,فولكسفاجن كادي,2011,أسود ,1600.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
33,30000.0,دايو لانوس,1999,أزرق ,1500.0,5.0,65000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
34,115000.0,فولكسفاجن كادي,2012,فضي ,1600.0,7.0,150000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
35,109000.0,هونداي توسان,2014,فيراني ,2000.0,5.0,29000.0,0.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
36,42000.0,هونداي افانتي,2006,فضي ,1600.0,5.0,123457.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
37,85000.0,فولكسفاجن توران,2011,فيراني ,1600.0,7.0,250000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
38,32500.0,شفروليه اوبترا,2006,أبيض عاجي ,1600.0,5.0,140000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,0,1
39,33500.0,اوبل كورسا,2003,سكني ,1400.0,5.0,122000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
40,97000.0,فولكسفاجن توران,2012,رصاصي ,1600.0,7.0,65000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
41,85000.0,هونداي توسان,2010,فيراني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
42,45000.0,فورد فيستا,2012,بترولي ,1250.0,5.0,78000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
43,21000.0,دايو رايسر,1996,سكني ,1500.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
44,11000.0,رينو R9,1983,أبيض عاجي ,1100.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,1,0,0,0
45,45000.0,فورد ترانزيت,2000,أبيض ,2500.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,0,0,0
46,20000.0,مرسيدس فيتو,1999,رصاصي ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
47,56500.0,اوبل كورسا,2015,رمادي ,1400.0,6.0,22000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
48,85000.0,جييب شيروكي,2003,رصاصي ,3700.0,5.0,130000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
49,10000.0,رينو R9,1982,أبيض عاجي ,1235.0,5.0,65000.0,8.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
50,51900.0,اوبل كورسا,2013,فضي ,1400.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
51,75000.0,فولكسفاجن كرافيل,2008,برتقالي ,2500.0,5.0,65000.0,1.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,0,1,1
53,113000.0,سكودا اوكتافيا,2015,أسود ,2000.0,5.0,7.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
54,25000.0,فولكسفاجن بولو,1997,أبيض عاجي ,1600.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,0,1
55,60000.0,فولكسفاجن جولف,2007,فضي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,1,1
56,100000.0,فولكسفاجن جولف,2012,أبيض عاجي ,1400.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
57,37000.0,سكودا اوكتافيا,2001,أخضر ,1900.0,5.0,65000.0,6.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,1,1,1,0,1,0
58,85000.0,فولكسفاجن باسات,2010,أسود ميتالك ,2000.0,5.0,190.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
59,37000.0,فولكسفاجن ترانسبورتر ,1999,أبيض عاجي ,2400.0,8.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,0,0,1,0,0,0
60,23000.0,اوبل كاديت,1986,أحمر ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,1,1,0,1
61,69000.0,بيجو بارتنر,2012,رمادي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,0
62,13000.0,اوبل كاديت,1984,أبيض ,1400.0,5.0,184000.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,1,1,0,1,1,0,0
63,6000.0,اوبل اسكونا,1984,أبيض ,1300.0,6.0,200.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,1,0,0,0,0,0
64,45000.0,اوبل زافيرا,2004,أسود ,2000.0,7.0,65000.0,3.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
65,123999.0,سكودا سوبيرب,2014,أسود ميتالك ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
66,59000.0,كيا بيكانتو,2015,أبيض ,1000.0,5.0,30000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
67,84000.0,فولكسفاجن بولو,2015,أبيض ,1400.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
68,5500.0,فورد فوكس,2002,أبيض ,1600.0,5.0,295000.0,3.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,0,1,1,0
69,108000.0,فولكسفاجن كادي,2015,بني ,1600.0,7.0,60000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
70,22000.0,دايو نوبيرا,1997,خمري ,1500.0,5.0,143212.0,9.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,1,1,1,0
71,215000.0,بي ام دبليو X3,2014,أسود ,2000.0,5.0,43000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
72,67000.0,فورد فيستا,2013,أسود ميتالك ,1600.0,5.0,71.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
73,45000.0,شفروليه افيو,2009,أسود ,1400.0,5.0,160000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
74,55000.0,هونداي توسان,2006,أبيض ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
75,11500.0,دراجة نارية دراجه سييم,2016,أزرق سماوي ,125.0,5.0,4000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
76,4000.0,فولكسفاجن جولف,1982,خمري ,1300.0,5.0,65000.0,2.0,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,0,0,0,0
77,66000.0,هونداي توسان,2008,سكني ,2000.0,6.0,121000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,0,1,1,1,1,1,1
78,68000.0,هونداي اكسنت,2015,سكني ,1400.0,5.0,9900.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,0
79,95000.0,سكودا اوكتافيا,2016,أبيض ,1600.0,5.0,56000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
80,7000.0,رينو R9,1983,كحلي ,1100.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
81,57000.0,بيجو بارتنر,2011,أبيض عاجي ,1600.0,5.0,260.0,1.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,1
82,7500.0,بيجو 305,1984,أبيض عاجي ,1300.0,5.0,0.0,0.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,1,0,0,1,0,0,0
83,1900.0,ستروين كسارا,2000,سكني ,1600.0,6.0,0.0,1.0,خصوصي ,نمرة صفراء ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
84,42000.0,هونداي كليك,2007,أبيض ,1400.0,5.0,80000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
85,25000.0,بي ام دبليو 520,1994,كحلي ,2000.0,5.0,200000.0,5.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
86,60000.0,هونداي i25,2014,أسود ميتالك ,1400.0,5.0,60.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
87,38500.0,بيجو 307,2007,فضي ,1600.0,5.0,140000.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
88,55000.0,هونداي i30,2008,رصاصي ,1600.0,5.0,124000.0,2.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
89,87000.0,فولكسفاجن CC,2010,أبيض عاجي ,2000.0,6.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
90,120000.0,كيا سورينتو,2013,فضي ,2200.0,7.0,100000.0,2.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,0,1,1,0,1,1,1,1
91,22000.0,دايو ماتيز,2002,أحمر ,800.0,5.0,90000.0,3.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
92,30000.0,مرسيدس 220,1997,أبيض ,220.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,1,1,0,1,1,0,1
93,190000.0,فولفو FH 12,2001,أحمر ,420.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
94,36000.0,فولكسفاجن باسات,2000,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
95,28000.0,شفروليه اوبترا,2007,ذهبي ,1600.0,6.0,65000.0,2.0,تأجير ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
96,42000.0,هونداي كليك,2008,أسود ,1400.0,5.0,0.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
97,44500.0,كيا فورتي,2009,أسود ,1600.0,5.0,99.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
98,33000.0,اوبل أوميغا,1997,ذهبي ,2500.0,5.0,200000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
99,59500.0,كيا فورتي,2008,أسود ,1600.0,5.0,82000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
101,28500.0,اوبل استرا,1999,أخضر ,1400.0,5.0,120000.0,2.0,تأجير ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
102,55000.0,سكودا اوكتافيا,2009,أبيض عاجي ,1900.0,5.0,0.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
103,30000.0,هونداي الانترا,2006,أزرق سماوي ,1999.0,5.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,0,1,1,0,1,0
104,38000.0,فولكسفاجن باسات,1998,أزرق سماوي ,1800.0,5.0,166000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,0,0,1,1,1,1
105,50000.0,سكودا اوكتافيا,2007,فيراني ,1900.0,5.0,275000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,0,1,1,1,1
106,14500.0,رينو R5,1988,سكني ,1400.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,1,0,0,1,0,0
107,67000.0,هونداي اكسنت,2013,خمري ,1400.0,5.0,60000.0,3.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
108,54000.0,اوبل كورسا,2013,فيراني ,1400.0,5.0,0.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,0,1,0,1,1,1,0
109,170000.0,مازدا 6,2015,خمري ,2500.0,5.0,50000.0,1.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
110,23000.0,دايو ليجانزا,1999,أسود ,1800.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,0,0,0,0
111,89500.0,كيا سبورتاج,2011,فضي ,2000.0,5.0,82700.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
112,60000.0,سكودا اوكتافيا,2008,رمادي ,1900.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
113,130000.0,فولكسفاجن طوارق,2008,أسود ,3600.0,5.0,123000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
114,78000.0,فولكسفاجن جولف,2010,أسود ,1400.0,5.0,120000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
115,63000.0,سكودا اوكتافيا,2008,أبيض ,1900.0,5.0,500000.0,4.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,0,1,1,1
117,41000.0,هونداي جيتس,2008,أحمر ,1600.0,5.0,150.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,0,1
118,11000.0,اوبل اسكونا,1984,فضي ,1300.0,5.0,100000.0,4.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,0,0,0,0,0,0
119,60500.0,سكودا اوكتافيا,2007,سكني ,1900.0,6.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,0,1
120,5000.0,سانغ يونغ Sym,2013,أزرق ,125.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
121,105000.0,فولكسفاجن كادي,2014,فيراني ,1600.0,7.0,60000.0,0.0,خصوصي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
122,58000.0,سيت ابيزا,2014,أسود ,1200.0,5.0,80000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
123,33000.0,فيات دوبلو,2004,أبيض ,1900.0,7.0,65000.0,2.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,0,0,1,0,1,0,0,0
124,26999.0,دايو لانوس,2002,أبيض ,1500.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,0
125,52000.0,كيا بيكانتو,2014,رصاصي ,1100.0,5.0,20000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,0,0,0,0,1,0,1,1
126,135000.0,هونداي سانتافيه,2014,أبيض عاجي ,2000.0,5.0,87000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
127,175000.0,مرسيدس C250,2015,فيراني ,2500.0,5.0,30000.0,0.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
128,28000.0,بيجو 206,2007,فضي ,1600.0,5.0,160000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,0
129,39000.0,شفروليه اوبترا,2011,أزرق سماوي ,1600.0,7.0,110000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,0,0,1,1,1,1
130,45000.0,فورد كونيكت,2005,أبيض عاجي ,1850.0,5.0,22000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
131,72500.0,فولكسفاجن باسات,2007,بني ,2000.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
132,35000.0,هونداي فيرنا,2002,ذهبي ,1500.0,5.0,350000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
133,120000.0,سكودا اوكتافيا,2014,أزرق ,1600.0,5.0,65000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
134,58000.0,هونداي اكسنت,2013,سكني ,1400.0,5.0,75000.0,2.0,خصوصي ,فلسطينية ,بنزين ,نصف اوتوماتيك ,الكتروني ,0,0,0,0,0,0,1,0
135,26000.0,اوبل استرا,1997,أبيض ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,0,0,0,0,1,0,1,0
137,89000.0,هونداي توسان,2015,أبيض عاجي ,2000.0,6.0,55.0,0.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
138,37000.0,سكودا اوكتافيا,2001,فضي ,1900.0,5.0,400000.0,3.0,عمومي ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,1,1,1,1,1,1
139,30000.0,دايو 2000,2000,زيتي ,1600.0,6.0,65000.0,6.0,خصوصي ,فلسطينية ,بنزين ,عادي ,يدوي ,1,0,1,0,1,0,1,0
140,44000.0,تويوتا كورولا,1998,بنفسجي ,1600.0,5.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,1,1,0,1,1,1,0
141,143000.0,هونداي سانتافيه,2014,بترولي ,2000.0,7.0,35000.0,1.0,خصوصي ,فلسطينية ,ديزل ,نصف اوتوماتيك ,الكتروني ,1,1,1,1,1,1,1,1
142,73000.0,سيت ليون,2015,بني ,1200.0,7.0,65000.0,2.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,1
143,145000.0,هونداي سانتافيه,2013,سكني ,2200.0,7.0,380000.0,1.0,خصوصي ,فلسطينية ,ديزل ,اوتوماتيك ,الكتروني ,1,1,1,0,1,1,1,1
144,70000.0,فولكسفاجن جولف,2007,فيراني ,1600.0,5.0,210000.0,2.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,0
145,33000.0,اوبل كورسا,2003,أبيض ,1400.0,1.0,167000.0,4.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,يدوي ,0,0,1,0,0,0,0,0
146,46499.0,هونداي فيرنا,2009,فضي ,1400.0,6.0,140.0,5.0,خصوصي ,فلسطينية ,بنزين ,اوتوماتيك ,الكتروني ,1,0,1,0,1,1,1,1
147,62000.0,بيجو بارتنر,2011,أبيض ,1600.0,5.0,75000.0,2.0,تجاري ,فلسطينية ,ديزل ,عادي ,الكتروني ,1,1,0,0,1,1,1,0
148,56000.0,هونداي i20,2013,أزرق ,1400.0,5.0,160.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,0,0,1,1,1,1
150,70000.0,سيت ليون,2014,أزرق ,1200.0,5.0,60000.0,1.0,خصوصي ,فلسطينية ,بنزين ,عادي ,الكتروني ,1,0,1,0,1,1,1,0
151,24000.0,سوبارو عريض,1986,أبيض ,1600.0,5.0,111111.0,7.0,عمومي ,فلسطينية ,بنزين ,عادي ,يدوي ,0,0,1,0,1,1,1,1
